,nombre,apellidos,nombreApellidos,movil,codigoPostal,pass,perfil,serviciosDisponibles,status,fotoV,bio,fechaInscripcion,estrellas,nOpinion
295,Albina,Aguado,Albina Aguado,686579598,29620,64015489,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,perfil_voluntaria_9.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,16/02/2022,2.9,9
296,Pastor,Porta,Pastor Porta,601710155,47197,73433799,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_3vh.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,19/09/2020,3.1,9
297,Reyna,Rius,Reyna Rius,622324234,37870,57898829,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_10.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,22/01/2021,3.3,9
298,Bárbara,Torrents,Bárbara Torrents,657531947,26211,34578244,Ambos,['Servicios del Municipio'],0,perfil_voluntaria_1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,01/05/2020,2.8,9
299,Isidoro,Llamas,Isidoro Llamas,677152704,34127,73522377,Voluntario,"['Salud', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,20/09/2019,2.7,9
300,Tristán,Andres,Tristán Andres,698562681,34429,86486714,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntaria_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,27/06/2022,3.6,9
301,Roque,Navarrete,Roque Navarrete,644985913,32236,73237255,Ambos,['Nuevas Tecnologías'],0,perfil_voluntario_2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,21/11/2019,3.7,9
302,Guiomar,Quiroga,Guiomar Quiroga,661164317,26510,45131294,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/07/2019,3.2,9
303,Lourdes,Solsona,Lourdes Solsona,648815135,23539,39871554,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_5.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,10/01/2020,2.6,9
304,Zaira,Amores,Zaira Amores,639751710,13414,49710725,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,perfil_voluntaria_3.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,04/09/2020,2.9,9
305,Victoria,Prada,Victoria Prada,665670115,43878,68255596,Voluntario,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_6.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/01/2021,4.0,9
306,Dora,Blanes,Dora Blanes,603502243,15800,13618559,Ambos,"['Amigos y Ocio', 'El día a día']",1,perfil_voluntario_9.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,22/10/2020,2.6,9
307,Fernanda,Cerdá,Fernanda Cerdá,665275580,08005,75696109,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",1,perfil_5vh.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,24/01/2022,3.7,9
308,Roxana,Serrano,Roxana Serrano,681963268,44510,78559589,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_3vh.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,22/09/2020,2.4,9
309,Germán,Juan,Germán Juan,653622769,06220,46899200,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntaria_9.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",05/07/2019,3.9,9
310,Reynaldo,Morán,Reynaldo Morán,609105146,29716,36281417,Ambos,"['Salud', 'Servicios del Municipio']",1,perfil_voluntario_7.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,26/04/2022,2.7,9
311,Héctor,Morillo,Héctor Morillo,651650300,45572,57842824,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_2vm.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,05/10/2021,3.1,9
312,Nicolás,Robles,Nicolás Robles,670248044,32414,42413906,Voluntario,"['Amigos y Ocio', 'El día a día']",0,perfil_voluntario_10.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",19/04/2022,3.7,9
313,José Antonio,Azorin,José Antonio Azorin,634880231,03769,60094062,Ambos,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_10.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,08/06/2020,2.8,9
314,Pancho,Gomez,Pancho Gomez,694006658,37291,69768538,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",1,perfil_voluntaria_7.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,01/11/2021,2.9,9
315,Florentina,Arjona,Florentina Arjona,610916587,23215,60727825,Ambos,"['Salud', 'Servicios del Municipio']",0,perfil_voluntario_9.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",01/10/2021,2.6,9
316,Marisela,Anguita,Marisela Anguita,665878451,40532,82712540,Ambos,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,18/06/2022,2.1,9
317,Jose Miguel,Almagro,Jose Miguel Almagro,623866961,31880,72624564,Ambos,"['Nuevas Tecnologías', 'Burocracia']",0,perfil_voluntario_10.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,06/08/2021,2.9,9
318,Ester,Gómez,Ester Gómez,641526116,33010,35694456,Voluntario,"['Nuevas Tecnologías', 'Burocracia']",1,perfil_voluntario_10.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,18/10/2019,3.7,9
319,Edmundo,Gibert,Edmundo Gibert,622534101,37608,40311743,Ambos,"['Nuevas Tecnologías', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,28/03/2022,2.9,9
320,Adela,Jaén,Adela Jaén,603520200,07720,69159324,Ambos,"['Salud', 'Amigos y Ocio']",0,perfil_voluntaria_3.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",08/03/2021,3.1,9
321,María Fernanda,Peinado,María Fernanda Peinado,678533750,30590,70409286,Ambos,"['Salud', 'Amigos y Ocio']",0,perfil_voluntario_6.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,02/02/2022,3.1,9
322,Florencio,Céspedes,Florencio Céspedes,633173975,45001,47586183,Ambos,['Salud'],0,perfil_voluntario_8.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/03/2021,2.4,9
323,María,Amigó,María Amigó,699282317,20260,84683959,Ambos,"['Salud', 'Burocracia']",1,perfil_5vh.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/02/2020,3.9,9
324,Úrsula,Perez,Úrsula Perez,643125752,22451,61761896,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",0,perfil_3vh.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,09/05/2021,3.2,9
325,Régulo,Fiol,Régulo Fiol,697879047,03813,57385810,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_9.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,07/09/2021,3.0,9
326,Carlos,Herrero,Carlos Herrero,618324313,35299,30511053,Voluntario,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_8.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",04/06/2021,3.3,9
327,Cristian,Mata,Cristian Mata,670501499,08445,73029903,Voluntario,"['Amigos y Ocio', 'Servicios del Municipio']",0,perfil_11vm.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,22/11/2019,3.3,9
328,Remedios,Armengol,Remedios Armengol,689585347,08796,72268544,Ambos,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_6.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",28/02/2022,2.9,9
329,Ovidio,Velasco,Ovidio Velasco,675191985,24549,30897253,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_5vh.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,04/07/2021,4.0,9
330,Flora,Nogueira,Flora Nogueira,602479553,14900,74244872,Voluntario,"['Nuevas Tecnologías', 'El día a día']",0,perfil_voluntaria_7.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,21/04/2022,3.6,9
331,Albano,Trillo,Albano Trillo,643698375,15969,39905335,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio']",0,perfil_voluntario_7.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,27/10/2020,2.2,9
332,Curro,Rosselló,Curro Rosselló,630253926,31471,18998035,Ambos,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,06/04/2021,3.3,9
333,Porfirio,Segura,Porfirio Segura,652462148,49031,16373069,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_7.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,03/12/2021,3.0,9
334,Laura,Rozas,Laura Rozas,647284504,43810,82525288,Ambos,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,perfil_voluntaria_7.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",12/01/2020,2.4,9
335,Gabriel,Vélez,Gabriel Vélez,685964804,09585,52006611,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntario_6.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,06/11/2019,2.7,9
336,Florina,León,Florina León,686536734,46266,74397318,Voluntario,['Nuevas Tecnologías'],0,perfil_3vh.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",10/06/2022,3.1,9
337,Encarnación,Tomás,Encarnación Tomás,660497445,12119,70010361,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntaria_9.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,15/12/2021,3.4,9
338,Adela,Ruano,Adela Ruano,672800758,26258,81552044,Ambos,"['Salud', 'Servicios del Municipio']",1,perfil_2vm.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,31/12/2019,3.2,9
339,Paola,Ledesma,Paola Ledesma,614592016,15959,44834887,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_7.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,10/03/2022,2.7,9
340,Mohamed,Higueras,Mohamed Higueras,600251565,50196,26249944,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,perfil_voluntario_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,11/10/2021,3.0,7
341,Paulina,Bolaños,Paulina Bolaños,631759959,17747,79416511,Ambos,['Burocracia'],0,perfil_voluntario_2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,10/04/2020,2.1,7
342,León,Sanmartín,León Sanmartín,632675701,36675,55045519,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",1,perfil_voluntaria_7.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,06/02/2021,3.1,7
343,Jose Francisco,Andrade,Jose Francisco Andrade,629284118,18620,45734893,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día']",0,perfil_voluntaria_6.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",20/10/2019,3.6,7
344,Ana Belén,Morcillo,Ana Belén Morcillo,691975216,13196,70350541,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_9.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,27/07/2021,3.7,7
345,Germán,Torrent,Germán Torrent,643759799,46625,75005746,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_5.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",31/03/2020,3.0,7
346,Ibán,Pacheco,Ibán Pacheco,621393044,41340,21211554,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,perfil_3vh.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,11/06/2022,2.3,7
347,Nayara,Jordán,Nayara Jordán,646764692,46148,81148785,Voluntario,"['Nuevas Tecnologías', 'Burocracia']",1,perfil_voluntaria_10.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,07/11/2020,3.6,7
348,Noé,Losa,Noé Losa,644811215,27350,55387294,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntario_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,16/12/2020,2.3,7
349,Silvia,Llorente,Silvia Llorente,682360100,39312,69855527,Ambos,['El día a día'],0,perfil_voluntaria_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,27/06/2022,3.7,7
350,Cayetana,Agustín,Cayetana Agustín,657772032,45240,21731679,Ambos,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,15/01/2022,3.4,7
351,Asunción,Feijoo,Asunción Feijoo,696589320,06300,60310371,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_3.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,06/02/2020,2.6,7
352,Che,Hernández,Che Hernández,684889284,17527,22197989,Ambos,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,perfil_voluntaria_9.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,12/04/2022,3.1,7
353,Lola,Hernandez,Lola Hernandez,638090935,50313,67523129,Ambos,"['Salud', 'El día a día']",1,perfil_voluntaria_2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,07/07/2019,3.9,7
354,Jessica,Tamayo,Jessica Tamayo,659389613,16160,49990997,Voluntario,"['El día a día', 'Servicios del Municipio']",0,perfil_voluntario_5.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,13/11/2020,2.0,7
355,Flavia,Tudela,Flavia Tudela,661335901,03793,29752522,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio']",0,perfil_voluntaria_7.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,09/04/2022,2.7,7
356,Victorino,Alemany,Victorino Alemany,687710282,36746,32204759,Ambos,"['Amigos y Ocio', 'Burocracia']",1,perfil_voluntario_2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,26/12/2020,3.0,7
357,Ciro,Mariscal,Ciro Mariscal,661459146,50480,33580420,Voluntario,['El día a día'],1,perfil_voluntaria_10.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",25/09/2021,2.1,7
358,Ismael,Hervia,Ismael Hervia,679314831,10814,25553190,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",1,perfil_voluntario_9.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,04/02/2020,4.3,7
359,Mariano,Roig,Mariano Roig,691768214,06350,40997091,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/01/2022,3.0,7
360,Marcia,Ortiz,Marcia Ortiz,690880092,27737,63912561,Voluntario,"['Nuevas Tecnologías', 'Salud']",1,perfil_voluntaria_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,28/07/2021,2.3,7
361,Julia,Santiago,Julia Santiago,671645666,27653,79467309,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntario_10.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,22/06/2019,2.7,7
362,Kike,Medina,Kike Medina,646608735,40175,83848784,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,perfil_2vm.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,26/05/2022,2.1,7
363,José,Gual,José Gual,629390492,25318,82477379,Voluntario,['Nuevas Tecnologías'],1,perfil_voluntaria_6.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,07/06/2021,2.9,7
364,Dionisio,Fernández,Dionisio Fernández,620421171,43150,37135074,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,perfil_3vh.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,18/06/2020,3.0,7
365,Maximiano,Carreras,Maximiano Carreras,631963825,47176,41308487,Ambos,"['Salud', 'Amigos y Ocio']",0,perfil_voluntario_9.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,10/04/2021,2.7,7
366,Manuelita,Esteve,Manuelita Esteve,695241850,39520,55930108,Ambos,"['Salud', 'El día a día', 'Servicios del Municipio']",0,perfil_11vm.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,21/05/2019,2.0,7
367,Gregorio,Gascón,Gregorio Gascón,650033380,41449,76600849,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,perfil_2vm.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",28/08/2019,1.4,7
368,Mamen,Tomé,Mamen Tomé,693391859,41001,24584836,Ambos,['Salud'],1,perfil_voluntaria_6.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",05/06/2019,3.6,7
369,Leonel,Zamorano,Leonel Zamorano,625094736,23529,58901178,Ambos,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,30/11/2019,2.6,7
370,Edelmira,Luna,Edelmira Luna,641093160,25440,25887950,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntaria_3.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",31/10/2019,2.4,7
371,Cornelio,Ferrera,Cornelio Ferrera,622807254,44220,35686801,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntaria_1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,04/01/2022,2.4,7
372,Manu,Gordillo,Manu Gordillo,620307958,33557,30020967,Ambos,"['Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntaria_9.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",09/07/2021,3.0,7
373,Poncio,Alcalá,Poncio Alcalá,672928564,12232,46875068,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntario_6.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",26/02/2020,3.7,7
374,Leandra,Castañeda,Leandra Castañeda,680367545,24139,57430578,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_10.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,26/04/2020,3.4,7
375,Leocadio,Arroyo,Leocadio Arroyo,646614300,23220,32242401,Voluntario,['Salud'],1,perfil_11vm.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,16/06/2022,3.6,7
376,Baltasar,Manzano,Baltasar Manzano,662325262,08508,43830307,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día']",1,perfil_5vh.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,03/05/2020,3.0,7
377,José,Cases,José Cases,607764563,32370,23429741,Voluntario,['Nuevas Tecnologías'],0,perfil_voluntaria_1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,15/12/2021,2.9,7
378,Felicia,Alberola,Felicia Alberola,617046204,24443,47393232,Voluntario,"['Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_10.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,23/09/2020,3.4,7
379,Consuela,Luís,Consuela Luís,619612857,33116,63227969,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",0,perfil_voluntario_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/06/2019,2.0,7
380,Adora,Tejero,Adora Tejero,691190139,40555,57492485,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",1,perfil_voluntario_10.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,13/02/2020,2.9,7
381,Valero,Niño,Valero Niño,621100337,15560,67339818,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntaria_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,25/09/2021,2.9,7
382,Gerónimo,Aznar,Gerónimo Aznar,610532605,37656,14734997,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,22/07/2019,2.9,7
383,José Antonio,Tejedor,José Antonio Tejedor,689875550,25221,20714817,Voluntario,"['Amigos y Ocio', 'Burocracia']",0,perfil_voluntaria_10.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,27/06/2019,3.7,7
384,Danilo,Bas,Danilo Bas,623492417,22560,45601304,Voluntario,"['Nuevas Tecnologías', 'Burocracia']",1,perfil_voluntario_6.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,19/05/2019,3.4,7
385,Salvador,Téllez,Salvador Téllez,661178420,50331,33530377,Ambos,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,perfil_2vm.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,18/04/2021,2.7,7
386,Candelario,Baeza,Candelario Baeza,667228406,12193,18684176,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",0,perfil_voluntaria_1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",17/05/2022,3.3,7
387,Evaristo,Mateu,Evaristo Mateu,672919552,22761,48754773,Ambos,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,15/05/2021,2.7,7
388,Che,Carrasco,Che Carrasco,618922129,49699,77458473,Voluntario,"['Salud', 'Amigos y Ocio']",0,perfil_2vm.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,14/09/2019,3.9,7
389,Celestina,Rico,Celestina Rico,601595911,31195,19519101,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_3vh.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,12/10/2019,2.7,7
390,Eloísa,Gonzalez,Eloísa Gonzalez,648392581,43362,31431919,Ambos,"['Amigos y Ocio', 'Burocracia']",0,perfil_voluntaria_2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",22/08/2021,2.6,7
391,Maura,Sanjuan,Maura Sanjuan,691289869,49121,75539546,Voluntario,"['Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",31/07/2020,2.4,7
392,Violeta,Martinez,Violeta Martinez,613241637,48141,29421099,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",1,perfil_voluntario_7.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",27/04/2022,3.3,7
393,Rosalina,Romeu,Rosalina Romeu,652448153,08670,24374643,Voluntario,"['Salud', 'Burocracia']",0,perfil_voluntaria_8.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,31/03/2021,2.9,7
